# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,跳出率
008703,42.86%
008704,100.00%
008705,0.00%
008706,0.00%
008707,100.00%
008708,100.00%
008709,100.00%
008710,0.00%
008711,100.00%
008712,100.00%
008713,100.00%
008714,100.00%
008715,0.00%
008716,100.00%
008717,0.00%
008718,0.00%
008719,0.00%
008720,100.00%
008721,100.00%
008722,66.67%
008723,0.00%
008724,100.00%
008725,0.00%
008726,0.00%
008727,100.00%
008728,66.67%
008729,100.00%
008730,50.00%
008731,33.33%
008732,0.00%
008733,100.00%
008734,66.67%
008735,0.00%
008736,96.88%
008737,100.00%
008738,0.00%
008739,0.00%
008740,100.00%
008741,0.00%
008742,0.00%
008743,0.00%
008744,0.00%
008745,50.00%
008746,100.00%
008747,100.00%
008748,100.00%
008749,100.00%
008750,100.00%
008751,100.00%
008752,0.00%
008753,100.00%
008754,0.00%
008755,100.00%
008756,100.00%
008757,100.00%
008758,0.00%
008759,0.00%
008760,100.00%
008761,100.00%
008762,66.67%
008763,100.00%
008764,0.00%
008765,100.00%
008766,0.00%
008767,100.00%
008768,50.00%
008769,50.00%
008770,100.00%
008771,100.00%
008772,100.00%
008773,100.00%
008774,0.00%
008775,0.00%
008776,0.00%
008777,0.00%
008778,100.00%
008779,100.00%
008780,100.00%
008781,100.00%
008782,40.00%
008783,100.00%
008784,100.00%
008785,50.00%
008786,0.00%
008787,0.00%
008788,0.00%
008789,0.00%
008790,0.00%
008791,0.00%
008792,0.00%
008793,100.00%
008794,50.00%
008795,100.00%
008796,100.00%
008797,50.00%
008798,75.00%
008799,66.67%
008800,100.00%
008801,0.00%
008802,100.00%
008803,100.00%
008804,0.00%
008805,100.00%
008806,0.00%
008807,100.00%
008808,0.00%
008809,0.00%
008810,100.00%
008811,0.00%
008812,0.00%
008813,0.00%
008814,0.00%
008815,0.00%
008816,0.00%
008817,0.00%
008818,0.00%
008819,66.67%
008820,0.00%
008821,0.00%
008822,100.00%
008823,100.00%
008824,0.00%
008825,0.00%
008826,0.00%
008827,0.00%
008828,100.00%
008829,0.00%
008830,0.00%
008831,100.00%
008832,100.00%
008833,0.00%
008834,100.00%
008835,100.00%
008836,0.00%
008837,0.00%
008838,0.00%
008839,0.00%
008840,0.00%
008841,0.00%
008842,0.00%
008843,100.00%
008844,100.00%
008845,100.00%
008846,40.00%
008847,50.00%
008848,0.00%
008849,0.00%
008850,0.00%
008851,0.00%
008852,0.00%
008853,0.00%
008854,0.00%
008855,0.00%
,46.82%

